File Number,Rarity Score,Position
4899,52.74,2922
7152,52.74,2923
6673,52.72,2924
3374,52.72,2925
5779,52.71,2926
5692,52.71,2927
466,52.70,2928
7446,52.70,2929
7208,52.69,2930
7398,52.69,2931
3212,52.68,2932
4953,52.67,2933
1349,52.66,2934
2945,52.66,2935
5683,52.66,2936
5576,52.65,2937
1959,52.65,2938
5165,52.64,2939
544,52.61,2940
7278,52.60,2941
863,52.60,2942
4318,52.60,2943
4357,52.59,2944
4682,52.59,2945
8442,52.58,2946
4765,52.57,2947
4645,52.56,2948
7995,52.56,2949
9536,52.56,2950
6250,52.56,2951
8503,52.55,2952
358,52.52,2953
32,52.52,2954
6918,52.52,2955
2288,52.52,2956
3572,52.50,2957
8917,52.49,2958
9070,52.49,2959
2779,52.48,2960
4186,52.48,2961
9212,52.48,2962
4225,52.48,2963
2731,52.48,2964
1318,52.47,2965
3008,52.47,2966
1000,52.47,2967
9809,52.46,2968
4163,52.46,2969
2031,52.45,2970
9672,52.45,2971
4272,52.45,2972
4452,52.44,2973
5557,52.44,2974
347,52.43,2975
4498,52.43,2976
9425,52.43,2977
4025,52.42,2978
7279,52.41,2979
8227,52.40,2980
3780,52.40,2981
2060,52.40,2982
3787,52.40,2983
491,52.39,2984
2467,52.39,2985
3975,52.39,2986
914,52.38,2987
4690,52.37,2988
6683,52.36,2989
1535,52.36,2990
7148,52.35,2991
2780,52.35,2992
5237,52.35,2993
7706,52.35,2994
6005,52.35,2995
2524,52.35,2996
8743,52.34,2997
6792,52.34,2998
6406,52.33,2999
7105,52.33,3000
2001,52.33,3001
6484,52.32,3002
4118,52.32,3003
9866,52.31,3004
6154,52.31,3005
9605,52.31,3006
5814,52.30,3007
6814,52.30,3008
483,52.30,3009
9134,52.29,3010
4246,52.29,3011
4893,52.28,3012
3126,52.28,3013
1459,52.28,3014
6662,52.27,3015
1908,52.27,3016
6096,52.27,3017
3099,52.24,3018
5132,52.24,3019
7915,52.23,3020
8230,52.23,3021
9420,52.21,3022
9995,52.19,3023
7427,52.17,3024
4038,52.17,3025
791,52.17,3026
6423,52.15,3027
9082,52.15,3028
8819,52.14,3029
1103,52.14,3030
2579,52.14,3031
3503,52.14,3032
7652,52.12,3033
6160,52.12,3034
9258,52.11,3035
7514,52.10,3036
164,52.09,3037
2195,52.08,3038
7057,52.07,3039
9806,52.03,3040
1814,52.03,3041
6664,52.03,3042
3719,52.03,3043
2955,52.03,3044
816,52.00,3045
1485,52.00,3046
2191,52.00,3047
7950,51.99,3048
1832,51.96,3049
5490,51.96,3050
6957,51.96,3051
5717,51.95,3052
4228,51.95,3053
2698,51.94,3054
6020,51.93,3055
5623,51.92,3056
2728,51.92,3057
3951,51.92,3058
4275,51.90,3059
8330,51.89,3060
8422,51.89,3061
9768,51.88,3062
4763,51.88,3063
9099,51.87,3064
5999,51.86,3065
1549,51.85,3066
7214,51.84,3067
3720,51.83,3068
9813,51.83,3069
61,51.83,3070
8374,51.82,3071
8794,51.82,3072
1776,51.82,3073
4545,51.81,3074
54,51.81,3075
5567,51.81,3076
1026,51.80,3077
768,51.80,3078
3248,51.80,3079
4096,51.80,3080
2789,51.80,3081
311,51.79,3082
6611,51.79,3083
4710,51.79,3084
9379,51.78,3085
7783,51.78,3086
8632,51.78,3087
2090,51.77,3088
4003,51.77,3089
9799,51.76,3090
2891,51.76,3091
1243,51.76,3092
6282,51.75,3093
7291,51.75,3094
1483,51.75,3095
8584,51.74,3096
8955,51.74,3097
8513,51.74,3098
3620,51.74,3099
5138,51.73,3100
4112,51.72,3101
7645,51.72,3102
4445,51.72,3103
882,51.72,3104
3524,51.71,3105
3908,51.70,3106
2707,51.70,3107
846,51.70,3108
5738,51.69,3109
147,51.69,3110
9305,51.69,3111
6646,51.68,3112
1309,51.67,3113
5102,51.66,3114
5858,51.65,3115
3095,51.64,3116
3120,51.63,3117
1021,51.63,3118
5032,51.63,3119
3712,51.63,3120
8338,51.62,3121
7729,51.61,3122
4170,51.61,3123
1631,51.61,3124
2312,51.61,3125
3375,51.60,3126
3113,51.59,3127
5145,51.57,3128
2042,51.56,3129
5736,51.56,3130
5371,51.55,3131
9334,51.55,3132
8485,51.55,3133
4032,51.55,3134
8913,51.54,3135
9758,51.54,3136
5193,51.54,3137
4669,51.53,3138
39,51.53,3139
5298,51.53,3140
5335,51.52,3141
840,51.52,3142
5073,51.52,3143
3448,51.52,3144
4019,51.52,3145
4022,51.51,3146
8145,51.51,3147
2963,51.50,3148
1607,51.50,3149
5938,51.50,3150
4480,51.50,3151
2734,51.49,3152
5611,51.49,3153
5019,51.49,3154
187,51.48,3155
1547,51.47,3156
8162,51.46,3157
2730,51.46,3158
307,51.46,3159
5588,51.46,3160
2692,51.45,3161
812,51.45,3162
8033,51.44,3163
5409,51.43,3164
9483,51.43,3165
9415,51.42,3166
3984,51.42,3167
5798,51.41,3168
7681,51.41,3169
5255,51.40,3170
4257,51.39,3171
7676,51.39,3172
3442,51.38,3173
1361,51.37,3174
3250,51.36,3175
7518,51.36,3176
3173,51.36,3177
6416,51.35,3178
9271,51.35,3179
2644,51.35,3180
8201,51.35,3181
5244,51.35,3182
3108,51.35,3183
2306,51.34,3184
9910,51.33,3185
5223,51.33,3186
7677,51.32,3187
5167,51.32,3188
8922,51.31,3189
8714,51.30,3190
9067,51.29,3191
6755,51.29,3192
5234,51.28,3193
5402,51.27,3194
3691,51.26,3195
6765,51.26,3196
807,51.26,3197
5805,51.26,3198
4402,51.25,3199
1322,51.25,3200
2166,51.25,3201
6911,51.25,3202
2311,51.24,3203
1083,51.24,3204
6743,51.23,3205
9696,51.23,3206
7543,51.22,3207
387,51.22,3208
3,51.22,3209
1007,51.22,3210
6720,51.21,3211
4160,51.21,3212
9119,51.20,3213
7979,51.20,3214
8105,51.20,3215
5399,51.20,3216
9902,51.18,3217
4587,51.18,3218
8157,51.17,3219
2121,51.17,3220
5045,51.17,3221
8911,51.16,3222
3592,51.16,3223
1169,51.16,3224
6799,51.14,3225
6216,51.13,3226
1367,51.13,3227
4665,51.13,3228
4076,51.11,3229
8771,51.11,3230
2201,51.11,3231
6177,51.10,3232
389,51.10,3233
8457,51.10,3234
4702,51.10,3235
3389,51.09,3236
6146,51.09,3237
2111,51.08,3238
4768,51.08,3239
9662,51.08,3240
6928,51.08,3241
2926,51.08,3242
5663,51.07,3243
8833,51.07,3244
4827,51.07,3245
3278,51.06,3246
8512,51.06,3247
4760,51.05,3248
8078,51.05,3249
7407,51.05,3250
5682,51.05,3251
3980,51.04,3252
1285,51.03,3253
6009,51.03,3254
4727,51.03,3255
1310,51.03,3256
6866,51.03,3257
2956,51.03,3258
8323,51.03,3259
3073,51.03,3260
2145,51.02,3261
7033,51.02,3262
6675,51.02,3263
2353,51.02,3264
896,51.01,3265
786,51.01,3266
7096,51.01,3267
9682,51.01,3268
280,51.01,3269
7338,51.00,3270
1553,51.00,3271
3339,50.99,3272
5714,50.99,3273
4066,50.99,3274
7267,50.99,3275
5587,50.98,3276
257,50.97,3277
8697,50.97,3278
4290,50.97,3279
2871,50.97,3280
97,50.96,3281
6472,50.96,3282
5913,50.96,3283
6528,50.96,3284
2858,50.95,3285
3627,50.94,3286
5020,50.94,3287
3370,50.94,3288
515,50.93,3289
1389,50.93,3290
7419,50.92,3291
6234,50.92,3292
1844,50.92,3293
8515,50.91,3294
7533,50.90,3295
8341,50.88,3296
7590,50.88,3297
5253,50.88,3298
3102,50.88,3299
1320,50.87,3300
6108,50.87,3301
496,50.87,3302
9066,50.86,3303
9675,50.86,3304
6856,50.86,3305
2419,50.85,3306
5498,50.85,3307
5071,50.85,3308
853,50.85,3309
6600,50.85,3310
5533,50.82,3311
3523,50.82,3312
6445,50.82,3313
7360,50.82,3314
7122,50.82,3315
8679,50.80,3316
3576,50.80,3317
1107,50.80,3318
450,50.79,3319
6533,50.78,3320
9127,50.78,3321
3170,50.78,3322
4672,50.77,3323
9159,50.77,3324
7888,50.77,3325
8804,50.76,3326
7434,50.76,3327
5673,50.76,3328
2994,50.74,3329
3923,50.74,3330
3386,50.74,3331
6712,50.73,3332
662,50.73,3333
5627,50.72,3334
1846,50.72,3335
9640,50.72,3336
5155,50.72,3337
8325,50.72,3338
8754,50.71,3339
9939,50.71,3340
8247,50.70,3341
2027,50.70,3342
7943,50.69,3343
2742,50.69,3344
467,50.69,3345
3536,50.69,3346
2472,50.69,3347
8179,50.68,3348
4301,50.68,3349
9940,50.68,3350
4844,50.68,3351
4736,50.67,3352
4420,50.66,3353
6604,50.66,3354
8085,50.65,3355
3945,50.65,3356
7630,50.65,3357
4356,50.65,3358
9988,50.64,3359
6356,50.63,3360
499,50.63,3361
8249,50.62,3362
8698,50.62,3363
1875,50.62,3364
7877,50.62,3365
8172,50.60,3366
9771,50.60,3367
1431,50.59,3368
5334,50.59,3369
9444,50.58,3370
5115,50.58,3371
5771,50.57,3372
5849,50.57,3373
9434,50.57,3374
1664,50.57,3375
7582,50.56,3376
9421,50.56,3377
9699,50.56,3378
4644,50.56,3379
1504,50.55,3380
603,50.55,3381
9667,50.55,3382
6095,50.54,3383
5896,50.54,3384
2795,50.54,3385
5306,50.54,3386
1661,50.53,3387
2722,50.52,3388
8776,50.52,3389
8452,50.51,3390
4262,50.51,3391
2443,50.51,3392
6288,50.50,3393
3287,50.50,3394
5531,50.50,3395
6789,50.50,3396
1278,50.49,3397
9624,50.49,3398
1614,50.49,3399
8789,50.49,3400
8852,50.48,3401
7445,50.47,3402
2541,50.47,3403
55,50.47,3404
8288,50.46,3405
6440,50.46,3406
5227,50.46,3407
8666,50.45,3408
5286,50.45,3409
9435,50.44,3410
7560,50.43,3411
7962,50.43,3412
8495,50.43,3413
9885,50.43,3414
2080,50.42,3415
4474,50.41,3416
9000,50.41,3417
381,50.40,3418
7241,50.40,3419
211,50.40,3420
7758,50.40,3421
5761,50.39,3422
7753,50.37,3423
9573,50.37,3424
9769,50.37,3425
6229,50.37,3426
3087,50.37,3427
7954,50.35,3428
4073,50.35,3429
2313,50.34,3430
6929,50.33,3431
8802,50.33,3432
1476,50.33,3433
3871,50.32,3434
2748,50.32,3435
209,50.32,3436
4686,50.32,3437
6047,50.31,3438
6641,50.30,3439
9374,50.29,3440
5748,50.29,3441
2385,50.27,3442
7713,50.27,3443
3435,50.27,3444
1351,50.26,3445
4931,50.26,3446
4887,50.26,3447
711,50.26,3448
5437,50.25,3449
654,50.25,3450
25,50.24,3451
3265,50.24,3452
4842,50.24,3453
2287,50.23,3454
8336,50.22,3455
4889,50.22,3456
7665,50.21,3457
589,50.20,3458
4411,50.20,3459
335,50.20,3460
5214,50.18,3461
2279,50.17,3462
4751,50.14,3463
7717,50.14,3464
5911,50.13,3465
9165,50.13,3466
3178,50.12,3467
3038,50.12,3468
8441,50.11,3469
8910,50.11,3470
4347,50.11,3471
3034,50.11,3472
60,50.10,3473
3730,50.10,3474
6398,50.09,3475
123,50.09,3476
1352,50.09,3477
7801,50.09,3478
1148,50.08,3479
7102,50.07,3480
4278,50.07,3481
472,50.07,3482
8313,50.06,3483
3618,50.06,3484
8032,50.05,3485
6430,50.05,3486
1891,50.05,3487
526,50.05,3488
4127,50.04,3489
1975,50.04,3490
5794,50.03,3491
5044,50.01,3492
2604,50.00,3493
5503,50.00,3494
9954,49.99,3495
5946,49.99,3496
6689,49.99,3497
6387,49.98,3498
7197,49.98,3499
7724,49.98,3500
6916,49.97,3501
8748,49.97,3502
5641,49.96,3503
9442,49.95,3504
3188,49.95,3505
6909,49.93,3506
4805,49.91,3507
4136,49.89,3508
3526,49.89,3509
1887,49.89,3510
3474,49.88,3511
6120,49.88,3512
6870,49.87,3513
5042,49.87,3514
1603,49.87,3515
9634,49.87,3516
592,49.86,3517
2308,49.86,3518
4714,49.86,3519
8830,49.85,3520
9219,49.84,3521
2374,49.84,3522
4525,49.84,3523
3415,49.84,3524
2896,49.83,3525
330,49.83,3526
1474,49.82,3527
5590,49.82,3528
716,49.82,3529
7319,49.81,3530
5452,49.81,3531
5095,49.81,3532
8370,49.80,3533
3921,49.79,3534
2699,49.78,3535
3306,49.78,3536
7266,49.77,3537
614,49.77,3538
8990,49.76,3539
3850,49.76,3540
4986,49.76,3541
7663,49.75,3542
1158,49.74,3543
2258,49.74,3544
6361,49.72,3545
7827,49.72,3546
6375,49.72,3547
2481,49.72,3548
7796,49.71,3549
3201,49.71,3550
7231,49.70,3551
388,49.70,3552
9514,49.69,3553
6853,49.68,3554
4428,49.68,3555
4293,49.65,3556
4913,49.65,3557
1364,49.65,3558
5863,49.64,3559
7458,49.63,3560
5515,49.63,3561
3091,49.63,3562
1675,49.61,3563
7793,49.61,3564
9547,49.60,3565
6380,49.60,3566
4657,49.60,3567
4142,49.60,3568
2640,49.59,3569
751,49.59,3570
9541,49.58,3571
3233,49.58,3572
3647,49.58,3573
2340,49.57,3574
7391,49.57,3575
3016,49.57,3576
9855,49.56,3577
7985,49.56,3578
3226,49.55,3579
9069,49.54,3580
9423,49.54,3581
5594,49.54,3582
4117,49.53,3583
3672,49.51,3584
1497,49.51,3585
9739,49.50,3586
7010,49.49,3587
4865,49.49,3588
6925,49.48,3589
2668,49.48,3590
6509,49.48,3591
3353,49.48,3592
2801,49.47,3593
2545,49.46,3594
829,49.46,3595
8035,49.46,3596
4649,49.46,3597
6681,49.46,3598
6586,49.45,3599
5583,49.45,3600
2790,49.44,3601
2577,49.44,3602
1996,49.43,3603
1749,49.43,3604
6344,49.42,3605
2116,49.42,3606
1393,49.42,3607
9472,49.41,3608
5016,49.41,3609
9695,49.41,3610
3030,49.40,3611
5307,49.39,3612
5720,49.39,3613
8481,49.37,3614
5581,49.37,3615
2038,49.36,3616
8694,49.36,3617
4852,49.36,3618
5791,49.35,3619
2249,49.34,3620
2927,49.34,3621
6303,49.33,3622
4892,49.33,3623
1820,49.33,3624
6786,49.32,3625
8690,49.31,3626
2876,49.31,3627
7712,49.31,3628
1621,49.30,3629
8470,49.30,3630
7863,49.29,3631
7670,49.29,3632
3285,49.28,3633
9612,49.28,3634
2137,49.27,3635
772,49.27,3636
3097,49.26,3637
1716,49.25,3638
3565,49.24,3639
8954,49.24,3640
8713,49.23,3641
205,49.22,3642
4722,49.22,3643
3025,49.21,3644
703,49.20,3645
3839,49.20,3646
7171,49.19,3647
5392,49.19,3648
343,49.19,3649
2266,49.19,3650
6872,49.18,3651
635,49.18,3652
7234,49.17,3653
7643,49.16,3654
6230,49.15,3655
1916,49.15,3656
7731,49.15,3657
7049,49.14,3658
9234,49.13,3659
5033,49.12,3660
8966,49.12,3661
7374,49.11,3662
3029,49.11,3663
128,49.11,3664
4371,49.10,3665
7365,49.10,3666
7624,49.09,3667
9626,49.09,3668
8499,49.09,3669
8050,49.09,3670
4413,49.09,3671
8439,49.09,3672
3222,49.08,3673
1561,49.07,3674
571,49.07,3675
7675,49.07,3676
6698,49.07,3677
4182,49.06,3678
395,49.06,3679
4988,49.06,3680
1067,49.06,3681
7710,49.06,3682
9398,49.05,3683
1882,49.04,3684
4398,49.04,3685
9797,49.03,3686
255,49.02,3687
9671,49.02,3688
366,49.02,3689
3571,49.01,3690
7911,49.01,3691
3039,49.01,3692
6817,49.01,3693
8807,49.00,3694
6117,49.00,3695
4570,48.99,3696
3521,48.99,3697
3644,48.99,3698
4800,48.99,3699
9664,48.99,3700
7229,48.99,3701
6285,48.97,3702
7828,48.97,3703
5168,48.97,3704
5508,48.97,3705
1378,48.95,3706
7348,48.93,3707
7939,48.93,3708
9245,48.92,3709
8315,48.92,3710
4807,48.92,3711
8402,48.92,3712
7078,48.91,3713
8350,48.90,3714
2115,48.90,3715
6565,48.90,3716
8099,48.89,3717
7795,48.88,3718
7794,48.88,3719
3154,48.86,3720
7323,48.86,3721
1746,48.85,3722
4748,48.85,3723
5265,48.84,3724
4021,48.84,3725
5493,48.83,3726
8937,48.83,3727
2262,48.82,3728
5209,48.82,3729
2663,48.80,3730
1633,48.80,3731
5406,48.80,3732
1336,48.80,3733
2923,48.79,3734
5459,48.79,3735
4491,48.78,3736
7022,48.78,3737
9315,48.78,3738
3000,48.77,3739
2050,48.77,3740
8618,48.77,3741
9630,48.77,3742
7387,48.75,3743
9092,48.75,3744
4332,48.74,3745
8414,48.74,3746
3511,48.74,3747
3952,48.74,3748
5198,48.73,3749
9529,48.73,3750
4721,48.73,3751
2036,48.73,3752
9339,48.73,3753
2421,48.72,3754
3165,48.72,3755
9503,48.72,3756
7074,48.72,3757
1227,48.71,3758
6763,48.71,3759
1695,48.70,3760
5170,48.70,3761
6590,48.69,3762
7897,48.69,3763
2088,48.69,3764
3514,48.67,3765
216,48.67,3766
1330,48.66,3767
3788,48.66,3768
8629,48.66,3769
391,48.66,3770
1544,48.66,3771
613,48.65,3772
4303,48.65,3773
71,48.65,3774
108,48.65,3775
7039,48.64,3776
2065,48.64,3777
9905,48.64,3778
3616,48.64,3779
8905,48.64,3780
7498,48.63,3781
4643,48.63,3782
6548,48.63,3783
5217,48.61,3784
6220,48.61,3785
4784,48.60,3786
1869,48.58,3787
7849,48.58,3788
246,48.58,3789
2892,48.57,3790
5648,48.57,3791
6265,48.57,3792
5500,48.56,3793
8660,48.56,3794
2532,48.56,3795
3436,48.55,3796
6320,48.54,3797
3561,48.54,3798
4556,48.53,3799
2737,48.52,3800
1709,48.51,3801
7327,48.51,3802
1129,48.50,3803
317,48.50,3804
5477,48.50,3805
735,48.49,3806
907,48.49,3807
8147,48.49,3808
6602,48.49,3809
4990,48.49,3810
8412,48.49,3811
9678,48.48,3812
2987,48.48,3813
7737,48.48,3814
5956,48.47,3815
5201,48.47,3816
9921,48.47,3817
9725,48.47,3818
1342,48.47,3819
3983,48.46,3820
7048,48.46,3821
1666,48.45,3822
6582,48.44,3823
3033,48.44,3824
673,48.44,3825
6264,48.43,3826
6148,48.43,3827
5839,48.42,3828
2418,48.42,3829
6193,48.42,3830
5060,48.42,3831
9366,48.42,3832
2055,48.41,3833
2727,48.41,3834
7926,48.41,3835
8739,48.41,3836
1523,48.41,3837
9124,48.41,3838
1943,48.39,3839
9172,48.39,3840
139,48.38,3841
4213,48.38,3842
8968,48.38,3843
2958,48.38,3844
1307,48.38,3845
8367,48.38,3846
4033,48.38,3847
6947,48.38,3848
9572,48.38,3849
1249,48.37,3850
7530,48.37,3851
9983,48.37,3852
6902,48.37,3853
8197,48.36,3854
4191,48.35,3855
8065,48.35,3856
8095,48.35,3857
3776,48.34,3858
7468,48.34,3859
3242,48.34,3860
9888,48.33,3861
3175,48.33,3862
7194,48.32,3863
5509,48.32,3864
8021,48.32,3865
4345,48.32,3866
8908,48.31,3867
2444,48.31,3868
2967,48.31,3869
6033,48.31,3870
5571,48.31,3871
4874,48.31,3872
8113,48.31,3873
336,48.31,3874
860,48.31,3875
6980,48.30,3876
5793,48.29,3877
2949,48.28,3878
6885,48.28,3879
7679,48.28,3880
745,48.28,3881
7538,48.27,3882
250,48.27,3883
9019,48.26,3884
4530,48.25,3885
9175,48.25,3886
1736,48.25,3887
5686,48.24,3888
1225,48.24,3889
327,48.24,3890
9878,48.24,3891
457,48.24,3892
5430,48.23,3893
3130,48.23,3894
3313,48.23,3895
5303,48.22,3896
7567,48.22,3897
1769,48.22,3898
118,48.22,3899
5898,48.21,3900
4206,48.21,3901
12,48.21,3902
422,48.21,3903
7971,48.21,3904
8221,48.21,3905
9894,48.20,3906
7189,48.20,3907
4324,48.20,3908
1805,48.19,3909
9623,48.19,3910
9993,48.19,3911
3040,48.19,3912
7550,48.19,3913
5796,48.19,3914
6801,48.18,3915
2316,48.18,3916
7715,48.18,3917
798,48.18,3918
2124,48.16,3919
740,48.16,3920
3619,48.16,3921
1739,48.15,3922
46,48.15,3923
7523,48.15,3924
954,48.15,3925
7572,48.14,3926
3881,48.14,3927
3628,48.14,3928
3739,48.13,3929
917,48.13,3930
9484,48.13,3931
4756,48.13,3932
70,48.13,3933
3075,48.13,3934
3552,48.13,3935
4972,48.12,3936
9203,48.12,3937
3183,48.12,3938
364,48.12,3939
4712,48.12,3940
2364,48.12,3941
6838,48.11,3942
8285,48.11,3943
9116,48.10,3944
5780,48.10,3945
145,48.09,3946
5994,48.09,3947
6134,48.09,3948
2366,48.09,3949
9533,48.08,3950
1855,48.08,3951
609,48.08,3952
2199,48.08,3953
4637,48.07,3954
3405,48.07,3955
9985,48.07,3956
3042,48.07,3957
88,48.06,3958
1827,48.06,3959
4979,48.06,3960
3067,48.06,3961
9723,48.05,3962
8059,48.04,3963
4983,48.03,3964
8390,48.02,3965
7974,48.02,3966
5983,48.02,3967
7686,48.01,3968
2039,48.01,3969
9791,48.01,3970
2906,48.01,3971
4343,48.00,3972
8930,48.00,3973
3745,48.00,3974
3044,48.00,3975
9093,47.99,3976
4777,47.99,3977
7968,47.99,3978
4077,47.99,3979
4687,47.99,3980
5842,47.99,3981
4376,47.98,3982
1407,47.98,3983
7500,47.98,3984
5422,47.98,3985
6027,47.97,3986
9446,47.97,3987
3553,47.97,3988
5187,47.95,3989
1683,47.95,3990
5256,47.95,3991
1668,47.95,3992
5,47.95,3993
7524,47.94,3994
7698,47.94,3995
79,47.94,3996
7883,47.94,3997
3842,47.93,3998
3658,47.92,3999
6647,47.92,4000
6222,47.91,4001
6319,47.91,4002
9310,47.90,4003
5159,47.90,4004
9566,47.90,4005
4379,47.89,4006
3893,47.89,4007
5758,47.89,4008
3609,47.89,4009
9683,47.89,4010
4114,47.89,4011
380,47.88,4012
6437,47.88,4013
4735,47.88,4014
3771,47.88,4015
796,47.88,4016
8046,47.87,4017
943,47.87,4018
573,47.86,4019
9833,47.86,4020
8518,47.85,4021
6718,47.85,4022
5491,47.85,4023
9333,47.85,4024
9926,47.85,4025
2196,47.85,4026
1455,47.84,4027
8925,47.84,4028
7922,47.83,4029
4706,47.83,4030
8881,47.82,4031
9907,47.82,4032
3460,47.82,4033
3659,47.81,4034
6803,47.80,4035
3823,47.80,4036
7169,47.80,4037
4846,47.80,4038
897,47.80,4039
6841,47.79,4040
2589,47.79,4041
2337,47.79,4042
1559,47.79,4043
3401,47.78,4044
13,47.78,4045
4418,47.78,4046
3439,47.78,4047
4964,47.77,4048
9492,47.77,4049
4862,47.76,4050
8561,47.76,4051
3654,47.76,4052
2310,47.76,4053
1192,47.76,4054
4797,47.76,4055
7063,47.76,4056
5988,47.76,4057
3003,47.75,4058
1018,47.75,4059
3690,47.75,4060
3763,47.74,4061
2254,47.74,4062
9759,47.73,4063
5222,47.73,4064
4176,47.73,4065
8675,47.73,4066
6797,47.72,4067
3896,47.72,4068
557,47.72,4069
4806,47.71,4070
9818,47.71,4071
6149,47.71,4072
7155,47.71,4073
8135,47.69,4074
9460,47.69,4075
105,47.69,4076
4730,47.69,4077
9347,47.68,4078
5122,47.68,4079
9044,47.68,4080
8676,47.68,4081
9691,47.68,4082
4405,47.67,4083
419,47.67,4084
8474,47.66,4085
800,47.66,4086
2361,47.65,4087
9411,47.64,4088
1054,47.64,4089
4285,47.64,4090
7777,47.64,4091
2527,47.63,4092
5169,47.63,4093
6043,47.62,4094
7287,47.62,4095
6340,47.62,4096
4615,47.62,4097
835,47.61,4098
2230,47.60,4099
2429,47.60,4100
4258,47.60,4101
4062,47.59,4102
520,47.59,4103
5819,47.58,4104
9636,47.58,4105
848,47.57,4106
2075,47.57,4107
8430,47.57,4108
8626,47.56,4109
282,47.56,4110
9805,47.56,4111
9005,47.56,4112
7920,47.56,4113
2874,47.56,4114
3824,47.55,4115
332,47.55,4116
7397,47.55,4117
6908,47.55,4118
3501,47.54,4119
2781,47.53,4120
9309,47.53,4121
3282,47.53,4122
7218,47.52,4123
6242,47.52,4124
743,47.52,4125
2346,47.50,4126
1443,47.49,4127
6023,47.49,4128
1825,47.49,4129
3587,47.49,4130
7466,47.49,4131
2710,47.48,4132
9567,47.48,4133
7889,47.48,4134
6566,47.48,4135
6781,47.48,4136
6496,47.47,4137
3768,47.47,4138
7613,47.47,4139
266,47.47,4140
4815,47.47,4141
179,47.47,4142
3875,47.46,4143
7838,47.46,4144
8549,47.45,4145
4189,47.45,4146
9512,47.45,4147
91,47.45,4148
2122,47.45,4149
6257,47.44,4150
7623,47.44,4151
4531,47.44,4152
7037,47.43,4153
1228,47.43,4154
4510,47.43,4155
9166,47.42,4156
1213,47.42,4157
5596,47.41,4158
4650,47.41,4159
3652,47.40,4160
723,47.40,4161
9033,47.40,4162
4516,47.40,4163
3495,47.39,4164
5203,47.39,4165
2300,47.39,4166
6294,47.38,4167
1308,47.38,4168
3076,47.38,4169
3814,47.38,4170
8447,47.38,4171
1804,47.36,4172
4311,47.36,4173
7324,47.36,4174
6784,47.36,4175
3584,47.36,4176
5195,47.36,4177
2420,47.35,4178
4451,47.35,4179
8612,47.34,4180
4703,47.34,4181
7485,47.34,4182
3977,47.34,4183
7732,47.33,4184
1375,47.33,4185
3517,47.33,4186
6278,47.33,4187
7205,47.32,4188
4848,47.32,4189
9776,47.32,4190
8185,47.31,4191
9673,47.31,4192
231,47.30,4193
5644,47.30,4194
9721,47.30,4195
9903,47.29,4196
2815,47.29,4197
1928,47.29,4198
6352,47.28,4199
8073,47.28,4200
7711,47.28,4201
9426,47.27,4202
5181,47.27,4203
9587,47.27,4204
8887,47.27,4205
4793,47.27,4206
602,47.27,4207
2357,47.27,4208
6688,47.26,4209
7462,47.26,4210
9402,47.26,4211
2260,47.25,4212
345,47.25,4213
2757,47.25,4214
7452,47.24,4215
621,47.24,4216
9132,47.24,4217
4190,47.24,4218
9038,47.23,4219
3695,47.23,4220
1872,47.22,4221
5207,47.22,4222
4598,47.22,4223
7764,47.22,4224
2501,47.22,4225
1638,47.21,4226
138,47.21,4227
7385,47.20,4228
8108,47.20,4229
126,47.20,4230
2384,47.20,4231
5887,47.19,4232
6895,47.19,4233
6515,47.19,4234
6670,47.19,4235
9555,47.18,4236
6810,47.18,4237
1079,47.18,4238
957,47.18,4239
6205,47.18,4240
717,47.18,4241
1437,47.17,4242
9522,47.17,4243
930,47.17,4244
2427,47.16,4245
6323,47.16,4246
8673,47.16,4247
8602,47.16,4248
1376,47.16,4249
8236,47.16,4250
9238,47.15,4251
9633,47.15,4252
9478,47.15,4253
9883,47.14,4254
576,47.13,4255
9206,47.13,4256
4426,47.12,4257
9744,47.12,4258
3479,47.12,4259
1251,47.11,4260
5091,47.11,4261
5552,47.11,4262
2390,47.10,4263
1004,47.09,4264
4382,47.09,4265
7467,47.09,4266
9221,47.09,4267
1022,47.08,4268
1224,47.08,4269
3622,47.08,4270
5502,47.08,4271
7217,47.07,4272
9054,47.07,4273
6898,47.07,4274
492,47.06,4275
5015,47.06,4276
8796,47.06,4277
1199,47.06,4278
9775,47.06,4279
218,47.06,4280
4054,47.05,4281
9445,47.05,4282
3805,47.04,4283
5643,47.04,4284
3762,47.04,4285
4904,47.04,4286
5808,47.03,4287
8759,47.03,4288
5882,47.02,4289
8895,47.02,4290
4959,47.02,4291
2953,47.02,4292
236,47.02,4293
5356,47.01,4294
4975,47.01,4295
2253,47.01,4296
3045,47.01,4297
5463,47.00,4298
7297,47.00,4299
682,47.00,4300
8611,47.00,4301
8453,46.99,4302
6874,46.99,4303
1066,46.98,4304
3502,46.97,4305
3507,46.97,4306
9028,46.97,4307
1817,46.97,4308
5368,46.96,4309
9511,46.96,4310
8174,46.96,4311
8608,46.96,4312
5855,46.95,4313
3564,46.94,4314
4624,46.94,4315
5795,46.92,4316
2808,46.92,4317
6952,46.91,4318
2531,46.91,4319
595,46.90,4320
667,46.90,4321
1265,46.89,4322
500,46.88,4323
4235,46.88,4324
490,46.88,4325
6156,46.88,4326
1894,46.87,4327
1257,46.87,4328
8101,46.86,4329
4633,46.86,4330
22,46.86,4331
9198,46.86,4332
2126,46.85,4333
